CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
6831,22,38,1-22-2017-038-02,2,1,253,413,177,1443,152,84,75,160,4,2,2,3,0,0,57.59449533622260000000,12,2
6832,22,39,1-22-2017-039-09,9,1,255,445,170,1158,146,90,102,154,4,2,2,1,0,0,702.95105788593500000000,12,2
6832,22,39,1-22-2017-039-09,9,2,246,421,170,1095,147,93,84,136,4,2,1,1,0,0,702.95105788593500000000,12,2
6874,22,40,1-22-2017-040-07,7,1,280,494,185,1621,157,100,114,154,6,4,2,1,0,0,404.02694742794100000000,12,2
6874,22,40,1-22-2017-040-07,7,2,273,484,182,1440,154,99,114,162,4,2,2,1,0,0,404.02694742794100000000,12,2
6875,22,41,1-22-2017-041-08,8,1,282,488,172,1643,150,86,120,158,4,3,1,3,0,0,113.69569845778500000000,12,2
6920,22,44,1-22-2017-044-08,8,1,265,459,177,1735,150,93,101,142,8,4,2,4,0,0,83.04274410109830000000,12,2
6925,22,45,1-22-2017-045-07,7,1,260,454,176,1255,152,94,100,155,4,2,2,1,0,0,144.59741615121700000000,12,2
6960,22,46,1-22-2017-046-01,1,1,262,439,178,1443,154,85,92,164,6,3,2,1,0,0,96.89001786134840000000,12,2
6961,22,47,1-22-2017-047-06,6,1,261,445,172,1225,174,90,95,156,4,2,2,1,0,0,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,2,289,489,183,1814,158,100,100,152,6,4,2,1,0,0,572.63381011277000000000,12,2
6961,22,47,1-22-2017-047-06,6,3,408,626,203,2564,173,100,118,180,6,6,2,2,0,0,572.63381011277000000000,12,2
6992,22,48,1-22-2017-048-03,3,1,262,444,181,1650,155,86,95,150,4,2,2,3,0,0,298.49760704647700000000,12,2
6992,22,48,1-22-2017-048-03,3,2,287,516,194,1918,168,103,126,180,6,4,2,4,0,0,298.49760704647700000000,12,2
7033,22,49,1-22-2017-049-01,1,1,277,481,182,1523,157,96,108,160,6,4,2,1,0,0,109.84231520397700000000,12,2
7028,22,50,1-22-2017-050-01,1,1,269,449,176,1640,144,81,99,136,6,4,2,3,0,0,109.84231520000200000000,12,2
7071,22,52,1-22-2017-052-01,1,1,245,430,169,1009,147,88,96,150,4,2,1,1,0,0,96.89001786134840000000,12,2
7071,22,52,1-22-2017-052-01,1,2,260,454,176,1260,152,94,100,150,4,2,2,1,0,0,96.89001786134840000000,12,2
7072,22,53,1-22-2017-053-04,4,1,300,511,196,2033,169,93,118,170,6,4,2,1,9,0,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,2,264,440,182,1505,158,88,88,150,4,2,2,1,0,0,134.73478309499800000000,12,2
7072,22,53,1-22-2017-053-04,4,3,262,429,170,1421,148,84,84,999,4,2,2,1,0,0,134.73478309499800000000,12,2
7091,22,54,1-22-2017-054-10,10,1,252,438,171,1220,146,90,97,140,4,2,1,4,0,0,501.80548976469300000000,12,2
7128,22,55,1-22-2017-055-06,6,1,276,502,185,1515,157,106,121,150,6,3,2,1,0,0,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,2,261,445,172,1225,147,90,95,150,4,2,1,1,0,0,151.41385169557500000000,12,2
7128,22,55,1-22-2017-055-06,6,3,999,999,203,2998,172,999,999,999,8,7,2,3,0,0,151.41385169557500000000,12,2
7129,22,56,1-22-2017-056-03,3,1,262,456,182,1586,158,92,102,158,4,2,2,4,0,0,99.36488572598280000000,12,2
7129,22,56,1-22-2017-056-03,3,2,330,557,200,2687,167,96,133,180,8,8,2,3,0,0,99.36488572598280000000,12,2
7130,22,57,1-22-2017-057-07,7,1,252,449,174,1505,148,95,103,154,4,3,2,4,0,0,414.50568178144100000000,12,2
7177,22,58,1-22-2017-058-03,3,1,389,595,202,2668,171,101,105,180,8,7,2,3,1,1,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,2,330,570,204,2620,173,103,137,180,8,5,2,4,0,0,99.94744475908390000000,12,2
7177,22,58,1-22-2017-058-03,3,3,437,653,243,3157,999,95,119,999,10,7,9,3,9,0,99.94744475908390000000,12,2
7178,22,59,1-22-2017-059-01,1,1,295,483,165,1286,140,70,115,140,4,2,1,2,0,0,92.64588156526900000000,12,2
7178,22,59,1-22-2017-059-01,1,2,395,616,195,2283,161,89,132,162,8,7,2,3,0,0,92.64588156526900000000,12,2
7179,22,60,1-22-2017-060-09,9,1,284,484,178,1631,149,89,112,156,8,5,2,4,0,0,707.28631868317200000000,12,2
7219,22,61,1-22-2017-061-10,10,1,260,453,170,1130,146,94,100,144,4,2,2,1,0,0,1067.43601941209000000000,12,2
7220,22,62,1-22-2017-062-01,1,1,262,477,177,1330,153,98,118,999,4,2,2,1,0,0,91.25203491962530000000,12,2
7220,22,62,1-22-2017-062-01,1,2,281,509,185,1630,157,110,120,150,6,4,2,1,0,0,91.25203491962530000000,12,2
7221,22,63,1-22-2017-063-08,8,1,263,436,178,1480,153,81,92,160,4,2,2,3,0,0,78.21052727411970000000,12,2
7275,22,64,1-22-2017-064-10,10,1,330,557,200,2470,167,96,133,178,8,6,2,3,0,0,147.61596655612600000000,12,2
7276,22,65,1-22-2017-065-10,10,1,272,481,180,1455,155,94,115,150,4,2,2,1,0,0,240.11221588755000000000,12,2
7276,22,65,1-22-2017-065-10,10,2,295,513,201,2556,172,100,120,999,8,5,2,3,0,0,240.11221588755000000000,12,2
7321,22,66,1-22-2017-066-04,4,1,257,436,170,1095,148,85,95,138,4,2,2,1,0,0,285.13604139823800000000,12,2
7321,22,66,1-22-2017-066-04,4,2,272,481,179,1375,155,101,110,160,4,2,2,1,0,0,285.13604139823800000000,12,2
7322,22,67,1-22-2017-067-03,3,1,279,480,191,1950,158,91,108,168,6,4,2,3,0,0,65.62058670324390000000,12,2
7322,22,67,1-22-2017-067-03,3,2,270,464,178,1265,152,97,98,160,4,2,2,1,0,0,65.62058670324390000000,12,2
7323,22,68,1-22-2017-068-03,3,1,330,557,200,2497,167,96,133,180,8,6,2,3,0,0,65.62058670661660000000,12,2
7323,22,68,1-22-2017-068-03,3,2,257,437,172,1155,149,82,97,150,4,2,2,1,0,0,65.62058670661660000000,12,2
7378,22,69,1-22-2017-069-02,2,1,275,476,182,1550,157,96,105,164,4,3,2,4,0,0,57.59449533622260000000,12,2
7378,22,69,1-22-2017-069-02,2,2,264,441,176,1411,151,88,89,164,4,2,2,3,0,0,57.59449533622260000000,12,2
7379,22,70,1-22-2017-070-07,7,1,356,574,201,2404,174,102,116,180,8,6,2,3,0,0,329.79358885912500000000,12,2
7379,22,70,1-22-2017-070-07,7,2,281,509,185,1613,157,110,120,150,6,4,2,1,0,0,329.79358885912500000000,12,2
7380,22,71,1-22-2017-071-04,4,1,284,488,186,1554,160,94,112,140,4,2,2,1,0,0,343.52366861375400000000,12,2
7433,22,72,1-22-2017-072-09,9,1,265,452,179,1897,152,88,100,152,6,3,2,3,0,0,366.95208876298200000000,12,2
7433,22,72,1-22-2017-072-09,9,2,265,476,175,1481,146,99,112,150,4,3,2,4,0,0,366.95208876298200000000,12,2
7434,22,73,1-22-2017-073-03,3,1,285,487,185,1558,159,94,110,154,4,2,2,1,0,0,52.60059946373740000000,12,2
7435,22,74,1-22-2017-074-03,3,1,295,518,204,2429,173,103,120,192,8,5,2,3,0,0,51.85442253452010000000,12,2
7435,22,74,1-22-2017-074-03,3,2,266,456,185,1615,157,90,100,150,4,3,2,4,0,0,51.85442253452010000000,12,2
7554,22,75,1-22-2017-075-10,10,1,266,465,176,1465,151,95,106,140,4,2,2,1,0,0,1437.20064662858000000000,12,2
7554,22,75,1-22-2017-075-10,10,2,293,526,189,1804,159,110,123,156,8,5,2,1,0,0,1437.20064662858000000000,12,2
7554,22,75,1-22-2017-075-10,10,3,333,533,182,1805,155,87,113,146,8,5,2,3,0,0,1437.20064662858000000000,12,2
7556,22,77,1-22-2017-077-03,3,1,268,460,180,1399,155,96,96,160,4,1,2,1,0,0,85.56016526470580000000,12,2
7556,22,77,1-22-2017-077-03,3,2,389,595,202,2668,171,101,105,190,8,7,2,3,1,1,85.56016526470580000000,12,2
7563,22,78,1-22-2017-078-04,4,1,273,502,180,1416,999,118,112,150,6,3,9,9,0,0,175.01303869750500000000,12,2
7563,22,78,1-22-2017-078-04,4,2,275,482,184,1614,157,101,108,999,4,3,9,4,0,0,175.01303869750500000000,12,2
7596,22,79,1-22-2017-079-06,6,2,230,355,163,1068,141,71,54,128,4,1,2,1,0,0,77.13691138819550000000,12,2
7598,22,81,1-22-2017-081-09,9,1,262,450,182,1585,154,89,98,156,4,2,2,1,0,0,358.22272855931900000000,12,2
7619,22,82,1-22-2017-082-03,3,1,262,456,182,1586,158,92,102,166,4,2,2,4,0,0,50.62086658196620000000,12,2
7619,22,82,1-22-2017-082-03,3,2,287,501,200,2146,170,96,117,154,6,4,2,3,0,0,50.62086658196620000000,12,2
7673,22,83,1-22-2017-083-01,1,1,274,448,170,1282,148,76,107,150,4,2,1,2,0,0,167.84368571586900000000,12,2
7738,22,84,1-22-2017-084-04,4,1,281,465,188,1882,163,85,97,162,4,2,2,4,0,0,209.46660211457000000000,12,2
7738,22,84,1-22-2017-084-04,4,2,269,461,184,1794,151,83,111,152,6,4,2,2,0,0,209.46660211457000000000,12,2
7729,22,86,1-22-2017-086-02,2,1,260,415,170,1096,147,84,71,140,4,2,2,1,0,0,93.68323915589070000000,12,2
7729,22,86,1-22-2017-086-02,2,2,269,478,196,2007,169,100,110,174,6,4,2,4,0,0,93.68323915589070000000,12,2
7739,22,87,1-22-2017-087-07,7,1,400,618,203,2724,173,100,117,178,8,6,2,3,0,0,201.09456427300800000000,12,2
7781,22,88,1-22-2017-088-09,9,1,262,440,175,1452,153,84,94,156,4,2,2,3,0,0,303.05820271233400000000,12,2
7781,22,88,1-22-2017-088-09,9,2,379,595,202,3005,175,100,116,196,6,7,2,3,0,0,303.05820271233400000000,12,2
7782,22,89,1-22-2017-089-06,6,1,266,455,182,1579,155,87,102,140,4,3,2,3,0,0,72.47892167535970000000,12,2
7783,22,90,1-22-2017-090-06,6,1,260,454,176,1255,152,94,100,150,4,2,2,1,0,0,65.25820911364750000000,12,2
7783,22,90,1-22-2017-090-06,6,2,267,475,175,1450,148,101,107,999,4,3,2,4,0,0,65.25820911364750000000,12,2
7846,22,91,1-22-2017-091-08,8,1,281,509,188,1560,168,116,114,156,6,4,2,1,0,0,125.91235583385500000000,12,2
7846,22,91,1-22-2017-091-08,8,2,312,515,173,1704,142,90,113,150,6,4,1,3,0,0,125.91235583385500000000,12,2
7847,22,92,1-22-2017-092-02,2,1,401,618,203,2818,174,95,120,190,8,5,1,3,0,1,54.24309970837320000000,12,2
7847,22,92,1-22-2017-092-02,2,2,306,512,199,2002,174,97,111,150,6,3,2,1,0,0,54.24309970837320000000,12,2
7847,22,92,1-22-2017-092-02,2,3,273,485,182,1504,154,99,114,150,6,3,2,1,0,0,54.24309970837320000000,12,2
7848,22,93,1-22-2017-093-09,9,1,250,432,170,1066,145,90,98,150,4,2,1,1,0,0,759.03300268266400000000,12,2
7848,22,93,1-22-2017-093-09,9,2,281,504,182,1577,156,112,112,156,6,4,2,1,0,0,759.03300268266400000000,12,2
7899,22,94,1-22-2017-094-09,9,1,262,429,171,1411,148,84,84,140,4,2,2,1,0,0,382.03067567649600000000,12,2
7899,22,94,1-22-2017-094-09,9,2,359,554,195,2083,161,92,103,180,8,6,2,3,0,0,382.03067567649600000000,12,2
7900,22,95,1-22-2017-095-04,4,1,265,463,178,1470,154,89,109,135,4,2,1,1,0,0,234.57767718108100000000,12,2
7901,22,96,1-22-2017-096-09,9,1,295,492,182,2085,157,89,110,160,8,5,2,3,0,0,382.03067566774700000000,12,2
7968,22,99,1-22-2017-099-10,10,1,260,453,170,1135,146,94,100,152,4,2,1,1,0,0,1279.90483931947000000000,12,2
7973,22,100,1-22-2017-100-10,10,1,338,551,202,1876,166,95,118,162,8,5,2,2,0,0,1279.90483931947000000000,12,2
8008,22,101,1-22-2017-101-10,10,1,290,493,187,1775,159,97,107,160,6,3,2,1,0,0,8289.13117194951000000000,12,2
8008,22,101,1-22-2017-101-10,10,2,288,501,200,2146,170,96,117,154,6,4,2,3,0,0,8289.13117194951000000000,12,2
8088,22,102,1-22-2017-102-03,3,1,270,464,178,1290,152,97,98,160,4,2,2,1,0,0,189.34152756178000000000,12,2
8088,22,102,1-22-2017-102-03,3,2,287,531,189,1566,159,111,132,164,6,3,2,1,0,0,189.34152756178000000000,12,2
8089,22,103,1-22-2017-103-07,7,1,264,457,176,1325,153,96,98,148,4,2,2,1,0,0,789.84782599354600000000,12,2
8123,22,104,1-22-2017-104-01,1,1,264,441,176,1428,150,88,89,142,4,2,2,3,0,0,146.18883073197500000000,12,2
8219,22,105,1-22-2017-105-02,2,1,330,565,201,2647,173,100,135,182,8,5,2,3,0,0,54.24309970837320000000,12,2
8219,22,105,1-22-2017-105-02,2,2,275,480,184,1543,159,101,104,150,4,3,2,4,0,0,54.24309970837320000000,12,2
8220,22,106,1-22-2017-106-09,9,1,291,538,199,1838,164,108,139,152,8,5,2,2,0,0,1949.08373954124000000000,12,2
8266,22,107,1-22-2017-107-07,7,1,427,632,200,9999,160,85,118,162,8,7,1,2,0,0,736.17610801726100000000,12,2
8266,22,107,1-22-2017-107-07,7,2,302,513,199,2087,169,98,114,172,6,4,2,1,0,0,736.17610801726100000000,12,2
8374,22,108,1-22-2017-108-06,6,1,273,484,183,1633,155,100,111,150,6,4,2,4,0,0,78.03574184304760000000,12,2
8375,22,109,1-22-2017-109-05,5,1,266,479,178,1415,154,98,116,144,4,2,2,1,0,0,87.19041119697200000000,12,2
8375,22,109,1-22-2017-109-05,5,2,249,407,172,1170,147,86,72,148,4,2,1,1,0,0,87.19041119697200000000,12,2
8425,22,110,1-22-2017-110-05,5,1,266,455,182,1579,155,87,102,140,4,3,2,4,0,0,86.78700609320400000000,12,2
8506,22,111,1-22-2017-111-08,8,1,400,613,202,1836,167,95,118,174,8,5,2,3,0,0,139.30845791933500000000,12,2
8506,22,111,1-22-2017-111-08,8,2,258,420,179,1378,148,70,90,154,6,4,2,3,0,0,139.30845791933500000000,12,2
8507,22,112,1-22-2017-112-03,3,1,253,404,174,1230,151,89,62,142,4,1,2,1,0,0,118.67144558141200000000,12,2
8507,22,112,1-22-2017-112-03,3,2,262,458,173,1265,148,96,100,138,4,2,1,1,0,0,118.67144558141200000000,12,2
8574,22,113,1-22-2017-113-09,9,1,258,430,161,1136,148,74,105,155,4,2,1,2,0,0,1127.29533376993000000000,12,2
8574,22,113,1-22-2017-113-09,9,2,368,581,200,2522,170,98,116,178,8,5,2,3,0,0,1127.29533376993000000000,12,2
8637,22,114,1-22-2017-114-09,9,1,260,453,170,1135,146,94,100,156,4,2,2,1,0,0,514.03452797945500000000,12,2
8637,22,114,1-22-2017-114-09,9,2,281,504,182,1625,157,112,112,160,6,2,2,1,0,0,514.03452797945500000000,12,2
8638,22,115,1-22-2017-115-04,4,1,278,481,182,1500,158,96,107,172,4,2,2,1,0,0,315.63178886863300000000,12,2
8638,22,115,1-22-2017-115-04,4,2,275,476,182,1550,157,96,105,160,4,3,2,4,0,0,315.63178886863300000000,12,2
8719,22,116,1-22-2017-116-03,3,1,260,415,170,1096,147,84,71,148,4,2,1,1,0,0,244.34808090325200000000,12,2
8719,22,116,1-22-2017-116-03,3,2,320,515,178,1664,148,85,111,150,6,3,1,3,0,0,244.34808090325200000000,12,2
8720,22,117,1-22-2017-117-08,8,1,318,489,170,1473,145,74,97,150,6,3,1,3,0,0,286.84031103618500000000,12,2
8814,22,118,1-22-2017-118-05,5,1,262,444,181,1650,155,86,95,164,4,2,2,3,0,0,106.50308289546700000000,12,2
8877,22,119,1-22-2017-119-01,1,1,269,450,180,1724,149,81,98,140,6,4,2,3,0,0,96.89001789784920000000,12,2
8884,22,121,1-22-2017-121-10,10,1,272,480,179,1310,155,100,110,140,4,2,2,1,0,0,2496.77659890640000000000,12,2
8884,22,121,1-22-2017-121-10,10,2,259,449,172,1312,149,92,98,144,4,2,2,1,0,0,2496.77659890640000000000,12,2
8961,22,122,1-22-2017-122-06,6,1,399,617,203,3097,173,97,121,162,8,6,2,3,0,0,539.98389923128000000000,12,2
8961,22,122,1-22-2017-122-06,6,2,278,476,176,1392,148,85,108,172,4,2,1,2,0,0,539.98389923128000000000,12,2
9032,22,123,1-22-2017-123-10,10,1,262,458,173,1295,149,96,100,134,4,2,2,1,0,0,1245.48611073169000000000,12,2
9090,22,124,1-22-2017-124-04,4,1,257,414,180,1492,158,83,73,140,98,98,3,1,0,0,103.01408641243800000000,12,2
6035,23,1,1-23-2017-001-04,4,1,270,455,178,1305,157,86,99,155,4,2,2,1,0,0,387.00465658639700000000,5,2
6093,23,2,1-23-2017-002-07,7,1,267,450,175,1267,151,89,94,150,4,2,9,1,9,0,929.10998171390000000000,5,2
6130,23,3,1-23-2017-003-06,6,1,270,449,175,1224,150,87,93,999,4,2,9,9,9,0,474.46336912695400000000,5,2
6130,23,3,1-23-2017-003-06,6,2,267,450,175,1267,151,89,94,165,4,2,2,1,0,0,474.46336912695400000000,5,2
6165,23,4,1-23-2017-004-06,6,1,287,487,189,2060,158,90,110,158,6,4,2,3,0,0,561.32670563660400000000,5,2
6166,23,5,1-23-2017-005-04,4,1,271,468,183,1471,157,98,99,148,4,2,2,1,0,0,1032.61891630804000000000,5,2
6224,23,6,1-23-2017-006-06,6,1,277,485,182,1542,156,102,106,170,99,99,2,1,0,0,224.99542573240000000000,5,2
6225,23,7,1-23-2017-007-07,7,1,365,573,203,2360,174,100,108,999,6,4,9,3,0,0,440.59354102003700000000,5,2
6225,23,7,1-23-2017-007-07,7,2,260,454,176,1279,151,94,100,148,4,2,2,1,0,0,440.59354102003700000000,5,2
6296,23,8,1-23-2017-008-03,3,1,368,584,203,2130,172,96,120,180,6,4,2,3,0,0,361.51035420075700000000,5,2
6345,23,9,1-23-2017-009-03,3,1,268,460,180,1399,155,96,96,152,4,1,2,1,0,0,187.82088628250700000000,5,2
6346,23,10,1-23-2017-010-07,7,1,280,484,183,1454,158,97,108,999,4,2,9,9,0,0,713.34414596447200000000,5,2
6384,23,11,1-23-2017-011-09,9,1,276,502,185,1521,157,106,121,150,6,3,2,1,0,0,2053.11636469303000000000,5,2
6384,23,11,1-23-2017-011-09,9,2,267,477,181,1492,155,99,111,155,6,3,2,1,0,0,2053.11636469303000000000,5,2
6385,23,12,1-23-2017-012-03,3,1,284,488,186,1554,160,94,110,160,4,2,2,1,0,0,340.44634871142600000000,5,2
6385,23,12,1-23-2017-012-03,3,2,368,581,200,2574,170,98,116,999,6,4,9,9,0,0,340.44634871142600000000,5,2
6425,23,13,1-23-2017-013-03,3,1,286,501,200,2067,170,96,117,162,6,4,2,3,0,0,85.03154327431980000000,5,2
6425,23,13,1-23-2017-013-03,3,2,265,465,178,1364,154,89,109,160,4,2,2,1,0,0,85.03154327431980000000,5,2
6447,23,15,1-23-2017-015-10,10,1,281,510,189,1555,154,111,116,158,6,4,2,1,0,0,1418.50836194943000000000,5,2
6485,23,17,1-23-2017-017-04,4,1,300,511,192,1980,168,100,113,999,6,4,9,9,9,0,625.37084179376600000000,5,2
6485,23,17,1-23-2017-017-04,4,2,272,480,185,1480,158,98,110,155,4,2,2,1,0,0,625.37084179376600000000,5,2
6516,23,18,1-23-2017-018-03,3,2,270,463,176,1293,153,91,102,155,4,2,2,1,0,1,175.27600976745500000000,5,2
6523,23,19,1-23-2017-019-06,6,1,320,512,178,1664,147,85,107,160,6,3,2,3,0,0,299.44176983629100000000,5,2
6523,23,19,1-23-2017-019-06,6,2,284,480,179,1499,152,102,94,162,4,2,2,1,0,0,299.44176983629100000000,5,2
6524,23,20,1-23-2017-020-06,6,1,262,458,173,1261,149,96,100,999,4,99,2,1,0,0,299.44176983629100000000,5,2
6524,23,20,1-23-2017-020-06,6,2,262,418,171,1037,147,86,72,148,4,2,2,1,0,0,299.44176983629100000000,5,2
6569,23,21,1-23-2017-021-04,4,1,283,492,185,1400,159,96,113,160,4,2,2,1,0,0,699.70313598484800000000,5,2
6569,23,21,1-23-2017-021-04,4,2,288,479,188,1874,159,87,104,160,6,4,2,4,0,0,699.70313598484800000000,5,2
6570,23,22,1-23-2017-022-10,10,1,273,480,183,1569,155,98,110,150,6,3,2,1,0,0,3271.52699969684000000000,5,2
6621,23,23,1-23-2017-023-03,3,1,262,453,182,1583,156,92,100,166,4,2,2,4,0,0,172.98289700003700000000,5,2
6621,23,23,1-23-2017-023-03,3,2,326,541,191,2060,166,95,122,180,8,5,2,2,0,0,172.98289700003700000000,5,2
6622,23,24,1-23-2017-024-04,4,1,285,487,185,1558,159,94,110,160,4,3,2,1,0,0,617.18919809026900000000,5,2
6664,23,25,1-23-2017-025-03,3,1,261,427,170,1184,147,88,78,150,4,2,2,1,0,0,168.06966907889900000000,5,2
6664,23,25,1-23-2017-025-03,3,2,270,464,178,1265,152,97,98,999,4,2,9,1,0,0,168.06966907889900000000,5,2
6665,23,26,1-23-2017-026-09,9,1,319,515,176,1502,147,85,111,160,6,4,2,2,0,0,1013.57112302861000000000,5,2
6701,23,27,1-23-2017-027-03,3,1,368,581,200,2522,170,98,116,190,6,4,2,3,0,0,460.62689378866900000000,5,2
6701,23,27,1-23-2017-027-03,3,2,270,469,188,1569,163,93,106,178,4,2,2,1,0,0,460.62689378866900000000,5,2
6701,23,27,1-23-2017-027-03,3,3,295,440,188,9999,156,68,78,999,6,4,9,3,9,0,460.62689378866900000000,5,2
6701,23,27,1-23-2017-027-03,3,4,309,518,203,1964,166,95,111,166,6,4,2,1,0,0,460.62689378866900000000,5,2
6701,23,27,1-23-2017-027-03,3,5,302,513,201,2168,170,100,112,999,99,99,9,9,9,0,460.62689378866900000000,5,2
6737,23,28,1-23-2017-028-03,3,1,308,514,200,2050,166,96,111,167,6,4,2,1,0,0,266.70901729306100000000,5,2
6737,23,28,1-23-2017-028-03,3,2,353,563,202,1843,999,100,110,165,6,4,1,2,0,0,266.70901729306100000000,5,2
6738,23,29,1-23-2017-029-04,4,1,302,523,200,2652,171,99,123,999,6,4,9,3,0,0,951.59652983793500000000,5,2
6772,23,30,1-23-2017-030-09,9,1,266,444,184,1442,156,92,86,160,8,6,1,2,0,0,1244.94209992097000000000,5,2
6773,23,31,1-23-2017-031-03,3,1,278,485,199,2058,170,95,113,165,6,4,2,4,0,0,206.43544592203400000000,5,2
6773,23,31,1-23-2017-031-03,3,2,270,464,178,1290,152,97,98,150,4,2,2,1,0,0,206.43544592203400000000,5,2
6813,23,32,1-23-2017-032-03,3,1,265,463,178,1381,154,89,109,999,5,3,9,9,9,0,277.45503934483800000000,5,2
6813,23,32,1-23-2017-032-03,3,2,270,464,178,1265,152,97,98,150,4,2,2,1,0,0,277.45503934483800000000,5,2
6814,23,33,1-23-2017-033-10,10,1,265,422,182,1735,152,75,82,152,6,4,2,3,0,0,4628.54463438301000000000,5,2
6856,23,34,1-23-2017-034-02,2,1,280,487,184,1436,154,91,114,152,5,3,2,1,0,0,66.34311433204550000000,5,2
6856,23,34,1-23-2017-034-02,2,2,278,486,185,1521,158,96,112,154,4,2,2,1,0,0,66.34311433204550000000,5,2
6857,23,35,1-23-2017-035-07,7,1,270,467,189,1635,162,93,104,152,4,2,9,9,9,0,1929.59482585387000000000,5,2
6894,23,36,1-23-2017-036-09,9,1,305,508,189,9999,159,92,112,999,99,99,9,9,9,0,3971.82932520400000000000,5,2
6895,23,37,1-23-2017-037-02,2,1,262,453,182,1583,156,92,100,155,4,2,2,4,0,0,66.34311433204550000000,5,2
6895,23,37,1-23-2017-037-02,2,2,302,511,200,2219,171,98,111,999,6,4,2,4,0,0,66.34311433204550000000,5,2
6941,23,38,1-23-2017-038-03,3,1,286,479,184,1706,158,96,97,155,4,2,9,1,0,0,237.92598052621000000000,5,2
6941,23,38,1-23-2017-038-03,3,2,286,479,184,1782,158,96,97,155,4,2,2,4,0,0,237.92598052621000000000,5,2
6935,23,39,1-23-2017-039-03,3,1,267,456,175,1258,151,93,96,162,4,2,2,1,0,0,237.92598052621000000000,5,2
6935,23,39,1-23-2017-039-03,3,2,278,488,189,1989,164,95,93,168,6,4,2,4,0,0,237.92598052621000000000,5,2
6977,23,40,1-23-2017-040-07,7,1,308,514,195,2044,164,95,111,154,6,4,2,1,0,0,999.32880486154200000000,5,2
6978,23,41,1-23-2017-041-03,3,2,249,440,172,1169,146,85,106,140,4,2,1,1,0,0,263.11959364713400000000,5,2
7006,23,42,1-23-2017-042-09,9,1,290,501,196,1987,167,100,111,165,6,4,9,1,9,0,1235.61754218476000000000,5,2
7006,23,42,1-23-2017-042-09,9,2,251,438,174,1347,150,88,99,144,4,2,1,1,0,0,1235.61754218476000000000,5,2
7006,23,42,1-23-2017-042-09,9,3,262,453,182,1500,156,92,100,156,4,2,9,1,9,0,1235.61754218476000000000,5,2
7007,23,43,1-23-2017-043-07,7,1,300,513,193,2105,167,97,114,160,6,4,2,4,0,0,778.16984529614100000000,5,2
7007,23,43,1-23-2017-043-07,7,2,370,581,203,2470,172,90,114,160,8,6,2,2,0,0,778.16984529614100000000,5,2
7045,23,44,1-23-2017-044-10,10,1,264,459,174,1172,145,99,97,146,4,2,2,1,0,0,2318.01550247619000000000,5,2
7045,23,44,1-23-2017-044-10,10,2,262,451,175,1397,153,84,94,146,4,2,2,1,0,0,2318.01550247619000000000,5,2
7047,23,46,1-23-2017-046-04,4,1,278,486,185,1521,158,96,112,150,4,2,2,1,0,0,495.76932010476400000000,5,2
7047,23,46,1-23-2017-046-04,4,2,343,569,202,2690,173,101,124,178,8,6,2,2,0,0,495.76932010476400000000,5,2
7088,23,47,1-23-2017-047-07,7,1,264,460,176,1378,152,95,99,140,4,2,2,1,0,0,527.73963605833200000000,5,2
7098,23,48,1-23-2017-048-03,3,1,280,484,183,1454,160,97,108,150,4,2,2,1,0,0,220.63035326734800000000,5,2
7099,23,49,1-23-2017-049-05,5,1,264,441,175,1345,151,88,91,150,4,2,2,1,0,0,68.47739230354990000000,5,2
7100,23,50,1-23-2017-050-07,7,1,368,581,200,2454,170,98,116,166,6,4,2,3,0,0,837.95457491669900000000,5,2
7148,23,51,1-23-2017-051-06,6,1,265,422,179,1236,156,83,74,158,4,2,2,1,0,0,406.75249531183600000000,5,2
7149,23,52,1-23-2017-052-03,3,1,268,461,180,1407,154,97,96,148,4,1,2,1,0,0,209.71980600659600000000,5,2
7149,23,52,1-23-2017-052-03,3,2,284,488,186,1783,160,94,110,154,4,2,2,1,0,0,209.71980600659600000000,5,2
7150,23,53,1-23-2017-053-03,3,1,284,469,181,1625,158,79,106,155,4,2,2,1,0,0,209.71980600659600000000,5,2
7150,23,53,1-23-2017-053-03,3,2,253,440,174,1237,151,89,98,144,4,2,1,1,0,0,209.71980600659600000000,5,2
7199,23,54,1-23-2017-054-09,9,1,389,595,202,2668,171,101,105,176,4,2,9,3,9,0,1278.77967815330000000000,5,2
7199,23,54,1-23-2017-054-09,9,2,244,422,168,992,142,86,92,144,4,2,2,1,0,0,1278.77967815330000000000,5,2
