CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,VINLENGTH,MAKE,MODEL,MODELYR,BODYTYPE,BODYCAT,VEHCLASS,SPECUSE,TRANSTAT,DAMPLANE,DAMSEV,CURBWT,CURBSRC,CARGOWT,CARGOSRC,INSPTYPE,TOWSTAT,SPEEDLIMIT,DRPRESENT,PARALCOHOL,ALCTEST,ALCTESTRESULT,ALCTESTSRC,PARDRUG,DRUGTEST,ZIP,RACE,ETHNICITY,RELTOJUNCT,TRAFFLOW,RDLANES,INITLANE,SURFTYPE,SURFCOND,ALIGNMENT,PROFILE,LINERIGHT,LINELEFT,RUMBINIT,RUMBROAD,LIGHTCOND,WEATHER,TRAFDEV,TRAFFUNCT,DISTRACT,PREFHE,PREMOVE,CRITCAT,CRITEVENT,MANEUVER,PRESTAB,PRELOC,CRASHCAT,CRASHCONF,CRASHTYPE,ROLLTYPE,ROLLTURN,ROLLINTRPT,ROLLPREMAN,ROLLINITYP,ROLLINLOC,ROLLOBJ,ROLLTRIP,ROLLDIR,ROLLDIST,DVANGTHIS,DVANGOTH,TOWHITCH,TRAJDOC,TREEPOLE,DVEVENT,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBES,DVEST,DVCONF,VAIS,VISS,VINJURED,VTREAT,INITOBJCLASS,HEADANGLECAT,CASEWGT,PSUSTRAT,VERSION
7427,26,39,1-26-2017-039-09,9,1,4T1GB11E8SU0,17,49,43,1995,4,1,3,0,1,F,3,1490,5,0,1,1,1,64,1,0,0,995,0,0,0,95824,2,2,0,4,2,1,2,1,1,1,1,3,0,0,1,1,0,0,1,1,1,2,13,1,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,1,1,8,999,999,999,9999999,999,999,999,8,0,3,17,1,3,0,998,2005.24176090841000000000,10,2
7457,26,41,1-26-2017-041-09,9,1,4T1BE32K05U4,17,49,40,2005,4,1,3,0,1,R,1,1435,5,9999,9,4,1,48,1,0,0,995,0,0,0,95815,1,1,2,3,3,2,2,1,1,1,3,3,0,0,1,1,1,2,9,0,1,4,66,99,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,350,260,0,0,0,1,3,24,-12,-21,95313,998,185,25,0,4,0,0,0,4,0,995,2005.24176090841000000000,10,2
7457,26,41,1-26-2017-041-09,9,2,JHMCM56653C0,17,37,32,2003,4,1,3,0,1,F,1,1389,5,0,1,1,1,48,1,0,0,995,0,0,0,95826,1,2,2,4,2,1,2,1,1,1,0,2,0,0,1,1,1,2,1,0,1,4,66,1,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,260,350,0,0,0,1,3,24,-21,12,41084,998,80,23,0,4,1,2,0,4,0,995,2005.24176090841000000000,10,2
7566,26,43,1-26-2017-043-04,4,1,999999999999,99,99,399,9999,9,1,9,99,1,F,9,9999,9,9999,9,0,0,999,1,9,0,995,0,9,0,99999,9,9,2,4,2,1,2,1,1,1,0,0,0,0,3,1,2,2,9,0,1,2,17,99,1,9,5,L,88,0,0,0,0,0,0,0,0,0,0,250,170,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,0,995,3976.09796507240000000000,10,2
7566,26,43,1-26-2017-043-04,4,2,4T4BF1FKXDR2,17,49,40,2013,4,1,3,0,1,L,9,1441,5,0,1,5,1,40,1,0,0,995,0,0,0,95632,2,2,2,4,2,1,2,1,2,1,0,3,0,0,3,1,0,0,1,0,14,4,66,1,1,1,5,L,89,0,0,0,0,0,0,0,0,0,0,170,250,0,0,0,1,12,999,999,999,9999999,999,999,999,9,0,0,0,0,0,0,995,3976.09796507240000000000,10,2
7581,26,44,1-26-2017-044-03,3,1,1FADP3F24FL2,17,12,37,2015,4,1,3,0,1,F,1,1340,5,0,1,1,1,64,1,0,0,995,0,0,0,95608,1,2,2,1,2,1,2,1,1,1,0,3,0,0,1,1,1,2,9,0,1,3,50,99,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,1,1,13,-13,0,11582,998,-51,14,0,1,99,99,0,99,0,995,382.15173451401000000000,10,2
7581,26,44,1-26-2017-044-03,3,2,1N4AL3AP1EN3,17,35,47,2014,4,1,3,0,1,B,1,1451,5,0,1,2,0,64,1,0,0,995,0,0,0,95818,9,9,2,1,2,1,2,1,1,1,0,3,0,0,1,1,1,2,1,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,1,1,12,12,0,7681,998,-13,11,0,1,95,95,95,95,0,995,382.15173451401000000000,10,2
7582,26,45,1-26-2017-045-03,3,1,1N4AL3AP5EC2,17,35,47,2014,4,1,3,0,1,F,1,1451,5,0,1,1,1,56,1,0,0,995,0,0,0,95621,1,2,3,4,2,1,2,1,1,1,1,2,0,0,1,1,0,0,2,0,1,3,50,4,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,1,1,13,-13,0,10448,998,-62,12,0,4,2,5,0,3,0,995,382.15173451740000000000,10,2
7582,26,45,1-26-2017-045-03,3,2,5N1AN08U15C6,17,35,402,2005,14,3,14,0,1,B,1,1973,5,0,1,2,0,56,1,0,0,995,0,0,0,95621,9,9,3,4,2,1,2,1,1,1,1,2,0,0,1,1,0,0,9,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,1,1,10,10,0,9986,998,-43,11,0,4,95,95,95,95,0,995,382.15173451740000000000,10,2
7654,26,46,1-26-2017-046-06,6,1,1GTSCUEA1AZ2,17,23,481,2010,34,5,31,0,1,F,9,2299,5,9999,9,0,1,48,1,1,9,998,8,0,0,95823,9,1,2,4,2,1,2,1,1,4,0,2,0,0,3,1,1,2,9,1,1,2,14,99,1,4,1,C,14,0,0,0,0,0,0,0,0,0,0,998,998,0,0,1,2,0,999,999,999,9999999,999,999,999,9,0,99,99,0,8,0,998,1140.96324810198000000000,10,2
7771,26,47,1-26-2017-047-04,4,1,JTDBT4K3XBL0,17,49,51,2011,4,1,2,99,1,F,2,1050,5,0,1,1,1,40,1,0,9,998,8,7,9,95825,2,2,0,1,2,1,2,1,1,1,1,3,0,0,1,1,0,0,9,0,1,3,50,99,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,1,3,25,-25,0,15083,998,28,18,0,1,99,99,0,99,0,995,3096.48034463521000000000,10,2
7771,26,47,1-26-2017-047-04,4,2,4S3BH6861176,17,48,34,2001,5,1,3,99,1,B,1,1617,5,9999,9,4,0,40,1,0,9,998,8,7,9,95670,9,9,0,1,2,1,2,1,1,1,1,3,0,0,1,1,0,0,9,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,1,3,17,17,0,33429,998,30,22,0,1,95,95,95,95,0,995,3096.48034463521000000000,10,2
7822,26,48,1-26-2017-048-04,4,1,1FAHP2F83GG1,17,12,17,2016,4,1,4,0,1,F,1,1918,5,0,1,1,1,24,1,0,0,995,0,0,0,95843,1,2,2,1,5,1,2,1,1,1,1,3,0,0,1,1,1,2,1,0,1,3,50,2,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,120,120,0,0,0,1,1,17,-17,0,37408,998,11,23,0,1,1,1,0,0,0,995,2352.28892356996000000000,10,2
7822,26,48,1-26-2017-048-04,4,2,1HGCG5643XA0,17,37,32,1999,4,1,3,0,1,B,1,1310,5,0,1,2,0,0,1,0,0,995,0,0,0,95831,9,9,2,1,5,1,2,1,1,1,1,3,0,0,1,1,1,2,9,0,5,3,53,99,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,120,120,0,0,0,1,1,24,24,0,14392,998,0,16,0,1,95,95,95,95,0,995,2352.28892356996000000000,10,2
7825,26,50,1-26-2017-050-06,6,1,JTDKN3DU7A01,17,49,46,2010,5,1,3,0,1,L,9,1380,5,9999,9,0,1,72,1,0,0,995,0,0,0,95834,1,2,2,1,7,3,2,1,1,1,1,3,0,0,1,1,1,2,9,0,1,4,66,99,1,1,5,L,89,0,0,0,0,0,0,0,0,0,0,330,60,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,99,99,0,99,0,995,1077.94528140619000000000,10,2
7825,26,50,1-26-2017-050-06,6,2,1HGCM66515A0,17,37,32,2005,4,1,3,0,1,F,1,1504,5,0,1,1,1,72,1,0,0,995,0,0,0,95631,1,2,2,1,7,2,2,1,1,1,1,3,0,0,1,1,1,2,9,0,1,4,66,99,1,1,5,L,88,0,0,0,0,0,0,0,0,0,0,60,330,0,0,0,1,12,999,999,999,9999999,999,999,999,2,0,99,99,0,99,0,995,1077.94528140619000000000,10,2
7882,26,51,1-26-2017-051-07,7,1,1G1ZC5E0XCF1,17,20,37,2012,4,1,4,0,1,F,1,1551,5,0,1,1,1,64,1,0,0,995,0,0,0,95842,9,9,0,2,3,3,2,1,1,1,3,5,0,0,1,1,0,0,9,0,1,3,50,99,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,340,340,0,0,0,1,3,15,-15,0,13233,998,-18,14,0,1,99,99,0,99,0,995,9163.71036248197000000000,10,2
7882,26,51,1-26-2017-051-07,7,2,5TDZY64AX8S0,17,49,422,2008,15,3,15,0,1,B,1,2581,5,9999,9,0,0,64,1,0,0,995,0,0,0,95823,9,9,0,2,3,3,2,1,1,1,3,5,0,0,1,1,0,0,9,0,5,3,53,99,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,340,340,0,0,0,1,3,9,9,0,10043,998,0,10,0,4,95,95,95,95,0,995,9163.71036248197000000000,10,2
7944,26,52,1-26-2017-052-04,4,1,1NXBR30E75Z5,17,49,32,2005,4,1,2,0,1,F,9,1135,5,9999,9,0,0,40,1,0,0,995,0,0,0,95670,9,9,2,1,2,1,2,1,1,1,0,2,0,0,1,1,2,2,9,0,1,2,17,99,1,1,5,L,88,0,0,0,0,0,0,0,0,0,0,210,160,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,0,995,761.66360722592800000000,10,2
7944,26,52,1-26-2017-052-04,4,2,SAJWA1C72G8V,17,39,32,2016,4,1,5,0,1,L,9,1871,5,0,2,0,1,56,1,0,0,995,0,0,0,95624,1,1,2,3,2,2,2,1,1,1,3,0,0,0,1,1,0,0,1,0,1,4,66,1,1,1,5,L,89,0,0,0,0,0,0,0,0,0,0,160,210,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,0,0,0,0,0,995,761.66360722592800000000,10,2
7972,26,54,1-26-2017-054-04,4,1,1FAHP53U85A1,17,12,17,2005,4,1,3,0,1,F,9,1500,5,9999,9,0,1,72,1,0,0,995,0,0,0,95758,2,2,4,1,2,2,2,1,1,1,3,0,0,0,1,1,8,2,9,0,1,3,50,2,9,1,2,D,20,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,99,99,0,99,0,995,761.66360723676200000000,10,2
7972,26,54,1-26-2017-054-04,4,2,2C4RDGCG3FR7,17,7,442,2015,20,4,20,0,1,B,9,2050,5,9999,9,0,1,72,1,0,0,995,0,0,0,95608,2,2,4,1,2,2,2,1,1,1,3,0,0,0,1,1,8,2,9,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,99,99,0,99,0,995,761.66360723676200000000,10,2
7995,26,55,1-26-2017-055-07,7,1,3VWDZ7AJXBM3,17,30,40,2011,4,1,3,0,1,R,1,1381,5,0,1,1,1,64,1,0,0,995,0,0,0,95835,1,2,2,1,4,2,2,1,1,1,3,3,0,0,1,1,1,2,9,0,1,2,17,1,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,250,160,0,0,0,1,5,999,999,999,9999999,999,999,999,6,0,0,0,0,99,0,995,13238.45972740640000000000,10,2
7995,26,55,1-26-2017-055-07,7,2,1FDAF5GY3FEC,17,12,881,2015,78,8,78,3,1,F,9,,,,,,0,48,1,0,0,995,0,0,0,95828,9,9,2,1,3,2,2,1,1,1,1,1,0,0,1,1,1,2,9,0,1,4,66,99,1,1,5,L,86,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,13238.45972740640000000000,10,2
8070,26,57,1-26-2017-057-09,9,1,2HNYD18892H5,17,54,421,2002,15,3,15,0,1,T,3,1992,5,0,1,1,1,40,1,0,0,995,0,0,0,95824,2,9,0,4,2,1,2,1,1,1,0,0,0,0,4,1,0,0,1,0,1,1,4,7,1,2,1,C,15,1,2,2,5,7,1,2,2,2,5,997,997,0,0,0,3,6,999,999,999,9999999,999,999,999,8,0,99,99,0,6,1,997,4415.53740160924000000000,10,2
8070,26,57,1-26-2017-057-09,9,2,1D7HA18D55J5,17,7,482,2005,34,5,31,0,2,L,2,2225,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,4415.53740160924000000000,10,2
8070,26,57,1-26-2017-057-09,9,3,1N4AL11D55N4,17,35,47,2005,4,1,4,0,2,L,1,1378,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,4415.53740160924000000000,10,2
8070,26,57,1-26-2017-057-09,9,4,2GCEK19K4P11,17,20,481,1993,34,5,31,0,2,B,9,1825,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,4415.53740160924000000000,10,2
8095,26,58,1-26-2017-058-03,3,1,JN8AZ1MUXEW4,17,35,49,2014,6,1,4,0,1,L,1,1826,5,9999,9,4,1,64,1,0,0,995,0,0,0,95670,4,2,3,4,2,1,2,1,1,4,0,0,0,0,1,1,0,0,2,0,11,2,15,1,1,1,4,K,82,1,1,2,5,7,1,2,2,1,3,280,10,0,0,0,1,3,23,-4,22,57415,998,-38,26,0,1,1,2,0,4,1,995,942.74596167575400000000,10,2
8095,26,58,1-26-2017-058-03,3,2,5TBRT34131S1,17,49,482,2001,34,5,31,0,1,F,1,1950,5,0,1,2,0,64,1,0,0,995,0,0,0,95670,9,9,3,4,4,2,2,1,1,1,3,2,0,0,1,1,0,0,9,0,1,4,72,99,1,1,4,K,83,0,0,0,0,0,0,0,0,0,0,10,280,0,0,0,1,3,23,-23,-4,34839,998,-72,19,0,1,95,95,95,95,0,995,942.74596167575400000000,10,2
8114,26,59,1-26-2017-059-07,7,1,1HGFA16848L1,17,37,31,2008,4,1,3,0,1,L,1,1199,5,0,1,1,1,56,1,0,0,995,0,0,0,95823,1,1,0,3,3,1,2,1,1,1,0,3,0,0,3,1,0,0,2,1,15,2,10,1,1,2,2,F,47,0,0,0,0,0,0,0,0,0,0,80,90,0,0,0,1,8,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,995,4036.12245847922000000000,10,2
8114,26,59,1-26-2017-059-07,7,2,4T4BF1FK0CR2,17,49,40,2012,4,1,3,0,1,R,1,1441,5,0,1,2,0,56,1,0,0,995,0,0,0,95833,9,9,0,3,3,2,2,1,1,1,3,3,0,0,3,1,0,0,9,0,1,4,61,99,1,1,2,F,45,0,0,0,0,0,0,0,0,0,0,90,80,0,0,0,1,8,999,999,999,9999999,999,999,999,6,0,95,95,95,95,0,995,4036.12245847922000000000,10,2
8218,26,60,1-26-2017-060-06,6,1,1FTMF1CMXDKD,17,12,481,2013,34,5,31,0,1,F,1,2159,5,0,1,2,0,72,1,0,0,995,0,0,0,95901,9,9,2,1,5,2,2,1,1,1,1,3,0,0,4,1,1,2,3,0,1,2,17,2,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,70,160,0,0,0,1,1,13,-10,9,68883,998,149,21,0,3,95,95,95,95,0,995,872.79269060565700000000,10,2
8218,26,60,1-26-2017-060-06,6,2,5TDZK3EH7AS0,17,49,403,2010,14,3,14,0,1,R,1,1896,5,0,1,1,1,72,1,0,0,995,0,0,0,95835,1,2,2,1,7,2,2,1,1,1,1,3,0,0,4,1,1,2,9,0,1,4,66,99,1,1,5,L,87,1,2,2,5,1,1,61,1,2,9,160,70,0,0,0,1,1,15,-10,-12,8366,998,187,6,0,3,99,99,0,99,3,995,872.79269060565700000000,10,2
8203,26,61,1-26-2017-061-03,3,1,JF1ZNAA12G87,17,67,35,2016,2,1,2,0,1,F,1,1251,5,0,1,1,1,80,1,0,0,995,0,0,0,95825,1,2,0,4,2,1,2,1,1,1,1,4,0,0,1,1,0,0,3,0,1,3,50,1,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,1,3,24,-24,0,31546,998,0,25,0,4,1,1,0,4,0,995,601.52033181196000000000,10,2
8203,26,61,1-26-2017-061-03,3,2,KL7CJNSB4HB2,17,20,406,2017,14,3,14,0,1,B,1,1476,5,0,2,0,1,80,1,0,0,995,0,0,0,95815,2,2,0,4,2,1,2,1,1,1,1,4,0,0,1,1,0,0,1,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,1,3,20,20,0,23919,998,0,20,0,4,1,1,0,4,0,995,601.52033181196000000000,10,2
8203,26,61,1-26-2017-061-03,3,3,1C6RR7LT8FS5,17,7,482,2015,34,5,31,0,1,B,9,2336,5,9999,9,0,0,80,1,0,0,995,0,0,0,95842,9,9,0,4,2,1,2,1,1,1,1,4,0,0,1,1,0,0,1,0,5,3,53,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,0,995,601.52033181196000000000,10,2
8258,26,62,1-26-2017-062-06,6,1,999999999999,99,99,499,9999,19,3,19,99,1,F,9,9999,9,9999,9,0,0,64,1,8,0,995,0,7,0,99999,9,9,2,4,5,3,2,1,1,1,4,4,0,0,1,1,0,0,9,0,11,2,15,99,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,340,200,0,0,0,0,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,0,995,1870.88822780662000000000,10,2
8258,26,62,1-26-2017-062-06,6,2,1N4CL21E68C2,17,35,47,2008,4,1,4,0,1,L,1,1564,5,0,1,1,1,64,1,0,0,995,0,0,0,95841,1,1,2,4,5,1,2,1,1,1,1,3,0,0,1,1,0,0,1,0,1,4,62,1,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,200,340,0,0,0,1,12,999,999,999,9999999,999,999,999,2,0,1,1,0,4,0,995,1870.88822780662000000000,10,2
8356,26,63,1-26-2017-063-06,6,1,1N4BL24E69C1,17,35,47,2009,2,1,3,0,1,R,1,1445,5,0,1,1,1,999,1,8,0,995,0,7,3,95833,7,2,0,4,5,3,2,1,1,1,4,4,0,0,3,1,0,0,2,1,10,2,11,1,1,1,2,F,46,0,0,0,0,0,0,0,0,0,0,30,350,0,0,0,1,1,11,5,-10,7122,998,-152,7,0,3,1,2,0,6,0,995,571.99872997199300000000,10,2
8356,26,63,1-26-2017-063-06,6,2,JN1AZ34D13T1,17,35,48,2003,2,1,3,99,1,F,2,1428,5,0,1,1,1,999,1,0,0,995,0,0,0,95833,1,1,0,4,5,1,2,1,1,1,1,3,0,0,3,1,0,0,1,0,1,4,60,8,1,1,2,F,45,0,0,0,0,0,0,0,0,0,0,350,340,0,0,0,2,3,37,-37,0,46930,998,0,28,0,1,1,1,0,6,0,995,571.99872997199300000000,10,2
8356,26,63,1-26-2017-063-06,6,3,1FTEX15N8LKB,17,12,481,1990,34,5,31,0,2,B,2,1907,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,571.99872997199300000000,10,2
8356,26,63,1-26-2017-063-06,6,4,2G4WS52J0311,17,18,7,2003,4,1,3,0,2,B,1,1528,5,9999,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,571.99872997199300000000,10,2
8386,26,65,1-26-2017-065-07,7,1,1FTZF18W6WKC,17,12,481,1998,34,5,31,0,1,F,1,1977,5,9999,9,4,1,40,1,9,0,995,0,9,0,99999,1,9,2,4,2,1,2,1,1,1,0,0,0,0,1,1,0,0,9,1,11,2,15,99,9,2,5,L,86,0,0,0,0,0,0,0,0,0,0,220,340,0,0,0,1,3,10,-9,3,10692,998,156,9,0,4,99,99,0,99,0,995,1489.58076062803000000000,10,2
8386,26,65,1-26-2017-065-07,7,2,1C3CC4FB4AN1,17,6,43,2010,4,1,3,99,1,R,1,1599,5,0,1,1,1,56,1,0,0,995,0,0,0,95838,1,1,2,4,2,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,4,67,7,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,340,220,0,0,0,1,3,11,-8,-7,16136,998,106,12,0,4,1,1,0,0,0,995,1489.58076062803000000000,10,2
8414,26,66,1-26-2017-066-06,6,1,WVWMP7AN4AE5,17,30,46,2010,4,1,3,0,1,F,1,1530,5,0,1,1,1,40,1,0,1,0,1,1,3,95655,1,2,0,4,2,1,2,1,1,1,0,0,0,0,1,1,0,0,9,1,1,2,13,99,1,4,1,C,11,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,1,1,16,-16,0,11125,998,12,13,0,1,1,1,0,4,0,995,2041.29421691573000000000,10,2
8414,26,66,1-26-2017-066-06,6,2,2FMZA57694BA,17,12,443,2004,20,4,20,0,2,B,1,1939,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,2041.29421691573000000000,10,2
8414,26,66,1-26-2017-066-06,6,3,3FADP4EJ1CM1,17,12,32,2012,5,1,1,0,2,B,1,1170,5,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,,,2041.29421691573000000000,10,2
8488,26,67,1-26-2017-067-03,3,1,1N4AB7APXDN9,17,35,43,2013,4,1,3,0,1,F,3,1283,5,0,1,1,1,72,1,0,0,995,0,0,0,95841,2,9,2,1,3,3,2,1,1,1,1,0,0,0,3,1,1,2,9,0,11,2,15,99,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,290,160,0,0,0,1,3,43,-33,-28,103984,998,-119,34,0,4,99,99,0,8,0,995,419.72833651299900000000,10,2
8488,26,67,1-26-2017-067-03,3,2,JTJGW31U2720,17,59,403,2007,14,3,14,0,1,F,2,1981,5,9999,9,0,1,72,1,0,0,995,0,0,0,95758,3,9,2,1,3,2,2,1,1,1,3,1,0,0,3,1,1,2,9,0,1,4,62,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,160,290,0,0,0,1,3,28,-28,5,124648,998,-11,39,0,4,99,99,0,8,0,995,419.72833651299900000000,10,2
8489,26,68,1-26-2017-068-04,4,1,2T3DFREV4HW5,17,49,402,2017,14,3,14,0,1,F,3,1610,5,0,1,1,1,56,1,0,0,995,0,0,0,95831,3,2,0,4,4,1,2,1,1,1,0,3,0,0,1,1,0,0,3,1,1,2,12,1,1,4,1,B,6,0,0,0,0,0,0,0,0,0,0,998,998,0,1,1,1,1,49,-49,0,154883,998,-7,49,0,1,3,14,1,8,0,998,1328.99402074676000000000,10,2
8490,26,69,1-26-2017-069-04,4,1,19XFB2F51EE2,17,37,31,2014,4,1,3,0,1,F,3,1284,5,0,1,1,1,64,1,1,2,996,1,1,0,95765,1,2,0,4,5,1,2,1,1,1,1,3,0,0,3,1,0,0,9,0,1,3,51,99,1,2,2,D,24,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,3,1,55,-55,0,150963,998,0,55,0,1,99,99,0,99,0,998,1328.99402070527000000000,10,2
8490,26,69,1-26-2017-069-04,4,2,1GCHK29U22E2,17,20,481,2002,34,5,31,0,1,B,2,2575,5,9999,9,4,0,64,1,0,0,995,0,0,0,95610,9,9,0,4,5,1,2,1,1,1,1,3,0,0,3,1,0,0,1,0,3,3,53,1,1,1,2,D,25,0,0,0,0,0,0,0,0,0,0,160,160,0,0,0,1,8,999,999,999,9999999,999,999,999,7,0,95,95,95,95,0,995,1328.99402070527000000000,10,2
8557,26,70,1-26-2017-070-08,8,1,1GNEK13T62R1,17,20,421,2002,15,3,15,0,1,L,9,2211,5,0,2,0,1,64,1,1,9,998,8,0,9,95610,1,2,0,1,2,1,2,1,1,1,0,3,0,0,1,8,0,0,3,1,15,2,12,99,1,4,1,B,6,9,99,9,9,99,9,99,9,9,999,996,996,0,1,0,0,0,999,999,999,9999999,999,999,999,9,0,2,9,0,3,9,996,780.27718872345300000000,10,2
8557,26,70,1-26-2017-070-08,8,2,JHLRD1864YC0,17,37,402,2000,14,3,14,0,1,L,3,1452,5,0,2,4,1,64,1,0,0,995,0,0,0,95610,1,2,0,1,2,2,2,1,1,1,3,0,0,0,1,8,0,0,1,0,1,4,62,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,996,996,0,1,0,5,7,999,999,999,9999999,999,999,999,8,0,2,9,0,3,0,996,780.27718872345300000000,10,2
8558,26,71,1-26-2017-071-06,6,1,19UUA66208A0,17,54,35,2008,4,1,3,0,1,F,1,1642,5,0,1,1,1,72,1,0,0,995,0,0,0,95688,1,9,2,4,3,1,2,2,1,1,0,1,0,0,1,8,2,2,9,0,1,2,17,99,1,1,4,K,83,0,0,0,0,0,0,0,0,0,0,50,320,0,0,0,1,1,20,-15,-13,53913,998,-114,22,0,1,99,99,0,99,0,995,1237.21233491908000000000,10,2
8558,26,71,1-26-2017-071-06,6,2,1HGCM82726A0,17,37,32,2006,2,1,3,0,1,L,1,1526,5,0,1,1,1,72,1,0,0,995,0,0,0,95832,3,9,2,4,2,1,2,2,1,1,0,0,0,0,1,8,2,2,9,0,11,2,17,99,1,1,4,K,82,0,0,0,0,0,0,0,0,0,0,320,50,0,0,0,1,1,22,-14,17,36470,998,-113,19,0,1,99,99,0,8,0,995,1237.21233491908000000000,10,2
8614,26,72,1-26-2017-072-04,4,1,19XFB2F88DE2,17,37,31,2013,4,1,3,0,1,F,1,1236,5,0,1,1,1,56,1,0,0,995,0,0,0,95690,1,1,2,5,5,2,2,1,1,1,3,2,0,0,1,1,1,2,9,0,1,2,17,2,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,260,40,0,0,0,1,3,15,-15,3,10841,998,-14,15,0,4,0,0,0,0,0,995,937.01957409940200000000,10,2
8614,26,72,1-26-2017-072-04,4,2,KMHGC46E59U0,17,55,41,2009,4,1,5,0,1,F,1,1733,5,0,1,1,1,56,1,0,0,995,0,0,0,95661,1,2,2,1,3,3,2,1,1,1,1,0,0,0,1,1,1,2,9,0,11,4,63,1,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,40,260,0,0,0,1,3,11,-10,-6,11597,998,-62,12,0,4,99,99,0,8,0,995,937.01957409940200000000,10,2
8615,26,73,1-26-2017-073-03,3,1,1N4AL3AP6GN3,17,35,47,2016,4,1,4,0,1,L,1,1453,5,9999,9,4,1,56,1,0,0,995,0,0,0,95961,2,9,2,4,2,1,2,2,1,1,1,2,0,0,1,2,1,2,3,0,1,2,17,99,1,1,5,L,89,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,1,3,20,-10,17,40008,998,86,22,0,4,99,99,0,99,0,995,295.93336085580600000000,10,2
