CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,CASEWGT,PSUSTRAT,VERSION
7764,12,43,1-12-2017-043-03,3,1,,,250,,,,,,,,,,,,,,,,,,10,15,136,,,,887,838.43731408,9,2
7764,12,43,1-12-2017-043-03,3,2,,,,,,,,260,,,41,,,,88,,,,,,10,12,135,,,,887,838.43731408,9,2
7832,12,45,1-12-2017-045-09,9,1,,,372,,,,,365,,,42,,,,132,,,887,887,887,10,12,158,,,,,3838.872215,9,2
7868,12,46,1-12-2017-046-03,3,1,,,,,,,,,,,42,,,,115,,,,,,,,,,,,887,438.99723933,9,2
7868,12,46,1-12-2017-046-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,438.99723933,9,2
7874,12,47,1-12-2017-047-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,119,887,887,887,887,887,887,887,887,887,887,887,887,2454.3523927,9,2
7948,12,48,1-12-2017-048-03,3,1,,,290,,,,,,,,,,,,,,,,,,2,2,180,,,,887,896.22568943,9,2
7948,12,48,1-12-2017-048-03,3,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,896.22568943,9,2
7949,12,49,1-12-2017-049-03,3,1,,,,,,,,,,,40,,,,122,,,,,,,,,,,,887,896.22568943,9,2
7949,12,49,1-12-2017-049-03,3,2,,,295,,,,,,,,,,,,,,,,,,15,14,134,,,,887,896.22568943,9,2
8002,12,51,1-12-2017-051-10,10,1,,70,310,115,,,70,315,115,,43,53,121,127,120,64,68,887,887,887,16,10,122,5,45,79,254,1132.1490365,9,2
8002,12,51,1-12-2017-051-10,10,2,,,,,,,,,,,43,,,,127,,,,,,,,,,,,887,1132.1490365,9,2
8065,12,52,1-12-2017-052-03,3,1,,,296,,,,,270,,,38,,,,59,,,,,,9,22,130,,,,887,798.33956136,9,2
8065,12,52,1-12-2017-052-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,798.33956136,9,2
8066,12,53,1-12-2017-053-06,6,1,,,,,,,,,,,40,,,,118,,,,,,,,,,,,887,1216.5229906,9,2
8066,12,53,1-12-2017-053-06,6,2,,,,,,,,315,,,39,,,,112,,,887,887,887,10,12,151,,,,,1216.5229906,9,2
8118,12,54,1-12-2017-054-07,7,1,,,262,,,,,,,,40,,,,186,,,,,,9,15,140,,,,887,8658.6060427,9,2
8118,12,54,1-12-2017-054-07,7,2,,,,,,,,268,,,42,,,,121,,,,,,11,16,131,,,,887,8658.6060427,9,2
8193,12,55,1-12-2017-055-05,5,1,,98,270,88,,,100,272,90,,39,42,158,158,114,74,72,10,35,164,11,16,131,10,44,87,887,385.57133132,9,2
8193,12,55,1-12-2017-055-05,5,2,,,,,,,,,,,44,,,,122,,,,,,,,,,,,887,385.57133132,9,2
8194,12,56,1-12-2017-056-04,4,1,,,302,,,,,305,,,44,,,,116,,,,,,11,15,139,,,,887,6880.0557941,9,2
8259,12,58,1-12-2017-058-04,4,1,,,,,,,,215,,,39,,,,124,,,,,,10,15,135,,,,887,3542.2554013,9,2
8259,12,58,1-12-2017-058-04,4,2,,,270,,,,,,,,,,,,,,,,,,10,16,136,,,,887,3542.2554013,9,2
8337,12,59,1-12-2017-059-04,4,1,,,294,,,,,,,,,,157,160,127,,,,,,13,19,125,,,,887,3838.8737093,9,2
8338,12,60,1-12-2017-060-04,4,1,,,,,,,,269,,,,,,,,,,,,,12,15,134,,,,887,3838.8737093,9,2
8435,12,62,1-12-2017-062-03,3,1,,76,263,100,,,76,265,100,,38,39,140,140,115,74,58,45,74,81,11,15,127,2,35,80,887,441.84896572,9,2
8469,12,63,1-12-2017-063-03,3,1,,,,,,,,,,,,,,,106,,,,,,,,,,,,887,597.19614055,9,2
8469,12,63,1-12-2017-063-03,3,2,,,,,,,,,,,,39,,,,,,887,887,887,,,,,,,290,597.19614055,9,2
8470,12,64,1-12-2017-064-07,7,1,,,,,,,,,,,42,,,,113,,,,,,,,,,,,887,3078.4552708,9,2
8470,12,64,1-12-2017-064-07,7,2,,,,,,,,,,,40,,,,131,,,887,887,887,,,,,,,,3078.4552708,9,2
8556,12,65,1-12-2017-065-03,3,1,,,,,,,,,,,43,,,,127,,,,,,,,,,,,887,1316.991718,9,2
8556,12,65,1-12-2017-065-03,3,2,,,358,,,,,,,,,,,,,,,887,887,887,9,15,153,,,,,1316.991718,9,2
8617,12,66,1-12-2017-066-04,4,1,,,,,,,,,,,53,,,,98,,,,,,,,,,,,887,952.92853576,9,2
8618,12,67,1-12-2017-067-04,4,1,,,274,,,,,,,,,,,,126,,,,,,12,16,125,,,,887,952.92853576,9,2
8679,12,69,1-12-2017-069-03,3,1,,,,,,,,,,,41,,,,111,,,,,,,,,,,,887,1450.5417842,9,2
8774,12,70,1-12-2017-070-01,1,1,,,210,,,,,,,,,,,,,,,,,,13,10,126,,,,887,473.93014836,9,2
8792,12,71,1-12-2017-071-02,2,1,,,247,,,,,248,,,42,,,,97,85,67,,,75,8,11,,5,38,52,887,595.88224789,9,2
8895,12,72,1-12-2017-072-03,3,1,,,,,,,,,,,43,,,,90,,,,,,,,,,,,887,1416.4400962,9,2
8895,12,72,1-12-2017-072-03,3,2,,,375,,,,,,,,,,,,,,,887,887,887,9,15,153,,,,,1416.4400962,9,2
8896,12,73,1-12-2017-073-03,3,1,,,,,,,,,,,38,,,,100,,,,,,,,,,,,887,1416.4400962,9,2
8896,12,73,1-12-2017-073-03,3,2,,,,,,,,301,,,,,,,,,,,,,11,16,139,,,,887,1416.4400962,9,2
8896,12,73,1-12-2017-073-03,3,3,,,,,,,,,,,53,,,,90,,,,,,,,,,,,887,1416.4400962,9,2
8939,12,74,1-12-2017-074-06,6,1,,,273,,,,,,,,,,,,,,,,,,9,11,138,,,,887,419.20923823,9,2
8939,12,74,1-12-2017-074-06,6,2,,,,,,,,,,,42,,,,103,,,887,887,887,,,,,,,,419.20923823,9,2
9045,12,75,1-12-2017-075-04,4,1,,,,,,,,355,,,43,,,,137,,,887,887,887,12,17,143,,,,,1851.8136708,9,2
9045,12,75,1-12-2017-075-04,4,2,,,280,,,,,,,,,,,,104,,,,,,13,20,119,5,40,90,887,1851.8136708,9,2
6050,13,1,1-13-2017-001-04,4,1,,,,,,,,,,,47,45,,,145,,,,,,,,,,,,887,2302.5658908,7,2
6050,13,1,1-13-2017-001-04,4,2,,,,,,,,,,,41,45,,,,,,,,,12,14,134,,,,887,2302.5658908,7,2
6050,13,1,1-13-2017-001-04,4,3,,,,,,,,,,,,,,,103,,,,,,,,,,,,887,2302.5658908,7,2
6121,13,2,1-13-2017-002-03,3,2,,,,,,,,,,,42,46,,,109,,,,,,,,,,,,887,721.07648595,7,2
6122,13,3,1-13-2017-003-09,9,1,,,,,,,,,,,,,,,138,,,887,887,887,,,,,,,,4149.7238713,7,2
6122,13,3,1-13-2017-003-09,9,2,,,,,,,,,,,37,41,,,,,,,,,13,13,137,,,,887,4149.7238713,7,2
6179,13,4,1-13-2017-004-03,3,2,,,,,,,,,,,,56,,,116,,,,,,,,,,,,887,1311.0253845,7,2
6179,13,4,1-13-2017-004-03,3,3,,,,,,,,,,,50,54,,,126,,,,,,,,,,,,887,1311.0253845,7,2
6180,13,5,1-13-2017-005-03,3,1,,,,,,,,,,,,,,,131,,,,,,10,17,,,,,887,1311.0253845,7,2
6180,13,5,1-13-2017-005-03,3,2,,,,,,,,,,,48,44,,,90,,,,,,,,,,,,887,1311.0253845,7,2
6251,13,6,1-13-2017-006-03,3,1,,,,,,,,,,,,,,,129,,,54,,,,,,,,,887,803.97047188,7,2
6252,13,7,1-13-2017-007-02,2,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,131,887,887,63,887,887,887,887,114,887,887,887,887,62.501886826,7,2
6253,13,8,1-13-2017-008-01,1,1,,,,,,,,,,,999,39,,,119,,,,,,,,,,,,887,188.95571273,7,2
6315,13,9,1-13-2017-009-04,4,2,,,,,,,,,,,50,51,,,,,,55,,,,,,,,,887,4954.1238949,7,2
6316,13,10,1-13-2017-010-01,1,1,,,,,,,,,,,52,50,,,132,,,,,,,,,,,,887,333.15253105,7,2
6316,13,10,1-13-2017-010-01,1,2,,,,,,,,,,,40,46,,,124,,,,,,,,,,,,887,333.15253105,7,2
6370,13,11,1-13-2017-011-08,8,1,,,,,,,,,,,,53,,,102,,,,,,,,,,,,887,1502.318006,7,2
6408,13,12,1-13-2017-012-03,3,2,,,,,,,,,,,47,44,,,,,,,,,12,14,,,,,887,1539.2195531,7,2
6409,13,13,1-13-2017-013-05,5,1,,,,,,,,,,,,999,,,123,,,,,,,,,,,,887,262.30835201,7,2
6409,13,13,1-13-2017-013-05,5,3,,,,,,,,,,,55,55,,,122,,,,,,,,,,,,887,262.30835201,7,2
6444,13,14,1-13-2017-014-02,2,1,,,,,,,,,,,55,57,,,99,,,,,,,,,,,,887,138.18107266,7,2
6444,13,14,1-13-2017-014-02,2,2,,,,,,,,,,,53,57,,,131,,,887,887,887,,,,,,,,138.18107266,7,2
6445,13,15,1-13-2017-015-03,3,1,,,,,,,,,,,42,44,,,137,,,,,,,,,,,,887,1777.4423755,7,2
6445,13,15,1-13-2017-015-03,3,3,,,,,,,,,,,40,,,,,,,,,,,,,,,,887,1777.4423755,7,2
6493,13,16,1-13-2017-016-04,4,1,,,271,,,,,,,,45,43,,,121,,,,,,12,17,,,,,887,2740.0210741,7,2
6493,13,16,1-13-2017-016-04,4,2,,,,,,,,,,,43,44,,,126,,,,,,,,,,,,887,2740.0210741,7,2
6513,13,18,1-13-2017-018-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,104,887,887,887,887,887,887,887,887,887,887,887,887,783.98946811,7,2
6540,13,19,1-13-2017-019-04,4,1,,,,,,,,270,,,46,53,,,,,,,,,12,12,,,,,887,12110.590433,7,2
6590,13,20,1-13-2017-020-02,2,2,,,,,,,,,,,41,42,,,117,,,,,,,,,,,,887,154.19440425,7,2
6591,13,21,1-13-2017-021-02,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,154.19440425,7,2
6591,13,21,1-13-2017-021-02,2,2,,,,,,,,,,,50,55,,,131,,,,,,,,,,,,887,154.19440425,7,2
6591,13,21,1-13-2017-021-02,2,3,,,,,,,,,,,40,42,,,129,,,,,,,,,,,,887,154.19440425,7,2
6645,13,22,1-13-2017-022-06,6,1,,,,,,,,,,,40,38,,,124,,,,,,,,,,16,999,887,2455.122151,7,2
6646,13,23,1-13-2017-023-03,3,1,,,,,,,,,,,56,58,,,,,,77,33,,,,,6,999,,887,1265.8502336,7,2
6646,13,23,1-13-2017-023-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,1265.8502336,7,2
6682,13,24,1-13-2017-024-03,3,1,,,282,,,,,,,,53,56,,,123,,,,,,,,,,,,887,1287.6958482,7,2
6682,13,24,1-13-2017-024-03,3,2,,,,,,,,280,,,48,60,,,133,,,,,,10,20,110,6,34,74,887,1287.6958482,7,2
6683,13,25,1-13-2017-025-04,4,1,,,,,,,,,,,40,40,,,108,,,,,,9,13,,,,,887,4500.4606627,7,2
6683,13,25,1-13-2017-025-04,4,2,,,,,,,,,,,45,46,,,117,,,,,,,,,,,,887,4500.4606627,7,2
6722,13,26,1-13-2017-026-05,5,1,,,,,,,,,,,48,53,,,126,,,,,,,,,,,,887,236.36125573,7,2
6722,13,26,1-13-2017-026-05,5,3,,,,,,,,,,,48,52,,,139,,,,,,,,,,,,887,236.36125573,7,2
6723,13,27,1-13-2017-027-08,8,1,,,,,,,,,,,51,52,,,131,,,,,,,,,,,,887,1145.1178494,7,2
6757,13,28,1-13-2017-028-04,4,2,,,330,,,,,,,,,,,,135,,,,,,10,16,148,,,,887,4712.1819087,7,2
6758,13,29,1-13-2017-029-06,6,1,,,,,,,,,,,55,52,,,114,,,,,,9,21,116,,,,887,2614.9846964,7,2
6758,13,29,1-13-2017-029-06,6,2,,,,,,,,,,,46,55,,,162,,,,,,,,,,,,887,2614.9846964,7,2
6787,13,30,1-13-2017-030-02,2,1,,,,,,,,,,,46,56,,,132,,,,,,,,,,,,887,91.070542176,7,2
6787,13,30,1-13-2017-030-02,2,2,,,,,,,,,,,,999,,,,,,55,,,,,,,,,887,91.070542176,7,2
6787,13,30,1-13-2017-030-02,2,3,,,,,,,,,,,,999,,,101,,,52,,,,,,,,,887,91.070542176,7,2
6788,13,31,1-13-2017-031-07,7,1,,,,,,,,,,,42,48,,,107,,,,,,,,,,,,887,4245.7370134,7,2
6835,13,33,1-13-2017-033-02,2,1,,,,,,,,,,,54,65,,,103,,,,,,,,,,,,887,65.394257295,7,2
6835,13,33,1-13-2017-033-02,2,2,,,,,,,,,,,53,55,,,114,,,,,,,,,,,,887,65.394257295,7,2
6849,13,34,1-13-2017-034-09,9,1,,,327,,,,,,,,51,53,,,,,,,,,9,12,,,,,887,4840.8814521,7,2
6849,13,34,1-13-2017-034-09,9,2,,,,,,,,,,,43,40,,,123,,,,,,,,,,,,887,4840.8814521,7,2
6881,13,35,1-13-2017-035-05,5,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,208.58473112,7,2
6882,13,36,1-13-2017-036-03,3,1,,,278,,,,,281,,,49,50,,,109,,,,,,13,17,110,,,,887,1223.9705451,7,2
6882,13,36,1-13-2017-036-03,3,2,,,,,,,,,,,51,53,,,96,,,,,,,,,,,,887,1223.9705451,7,2
6906,13,37,1-13-2017-037-03,3,1,,,,,,,,,,,43,,,,104,,,,,,,,,,,,887,1994.1689597,7,2
6906,13,37,1-13-2017-037-03,3,2,,,,,,,,,,,35,42,,,,,,,,,,,,,,,887,1994.1689597,7,2
6907,13,38,1-13-2017-038-03,3,1,,,,,,,,,,,44,50,,,125,,,,,,,,,,,,887,1994.1689597,7,2
6957,13,39,1-13-2017-039-02,2,2,,,,,,,,,,,,,,,,,,55,,,,,,,,,887,140.15566462,7,2
6957,13,39,1-13-2017-039-02,2,3,,,384,,,,,,,,,,,,,,,887,887,887,,,,,,,,140.15566462,7,2
6957,13,39,1-13-2017-039-02,2,4,,,431,,,,,431,,,42,64,,,145,,,887,887,887,,,,,,,,140.15566462,7,2
6957,13,39,1-13-2017-039-02,2,5,,,302,,,,,276,,,55,50,,,118,,,,,197,10,6,110,,,,887,140.15566462,7,2
6958,13,40,1-13-2017-040-03,3,1,,,,,,,,,,,37,45,,,125,,,,,,,,,,,,887,1802.8418268,7,2
6990,13,41,1-13-2017-041-02,2,1,,,200,,,,,281,,,40,63,,,,,,,,,10,13,,,,,887,114.87970685,7,2
6991,13,42,1-13-2017-042-03,3,3,,,,,,,,,,,,,,,,,,,,,,,,14,44,,887,1477.7136628,7,2
7023,13,43,1-13-2017-043-06,6,1,,,,,,,,265,,,45,60,,,,,,,,,8,8,,,,,887,2974.908191,7,2
7023,13,43,1-13-2017-043-06,6,2,,,284,,,,,,,,46,54,,,98,,,,,,,,,,,,887,2974.908191,7,2
7024,13,44,1-13-2017-044-02,2,1,,,284,,,,,,,,,,,,,,,,,,14,13,130,,,,887,119.24380309,7,2
7074,13,45,1-13-2017-045-08,8,1,,,,,,,,,,,43,,,,124,,,,,,,,,,,,887,835.147317,7,2
7074,13,45,1-13-2017-045-08,8,2,,,300,,,,,,,,,,,,,,,,,,12,13,150,,,,887,835.147317,7,2
7075,13,46,1-13-2017-046-03,3,1,,,363,,,,,363,,,,,,,131,,,887,887,887,,,,,,,,1011.5273907,7,2
7075,13,46,1-13-2017-046-03,3,2,,,,,,,,,,,62,50,,,221,,,,,170,,,,,,,887,1011.5273907,7,2
7075,13,46,1-13-2017-046-03,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1011.5273907,7,2
7075,13,46,1-13-2017-046-03,3,4,,,,,,,,295,,,,,,,131,,,,,,,,,,,,887,1011.5273907,7,2
7075,13,46,1-13-2017-046-03,3,5,,,418,,,,,,,,,,,,116,,,887,887,887,,,,,,,,1011.5273907,7,2
7076,13,47,1-13-2017-047-03,3,1,,,,,,,,,,,40,,,,102,,,,,,,,,,,,887,1011.5273907,7,2
7076,13,47,1-13-2017-047-03,3,2,,,,,,,,,,,40,,,,129,,,,,,,,,,,,887,1011.5273907,7,2
7123,13,48,1-13-2017-048-04,4,2,,,283,,,,,285,,,52,45,,,113,,,,,,,,,,,,887,2521.6592984,7,2
7124,13,49,1-13-2017-049-06,6,2,,,,,,,,,,,43,55,,,,,,,,,,,,,,,887,1399.3730723,7,2
7124,13,49,1-13-2017-049-06,6,3,,,,,,,,,,,45,48,,,,,,,,,,,,,,,887,1399.3730723,7,2
7125,13,50,1-13-2017-050-04,4,1,,,303,,,,,297,,,,,,,,,,,,,25,10,,,,,887,2521.6592984,7,2
7125,13,50,1-13-2017-050-04,4,2,,,247,,,,,,,,,,,,,,,,,,11,14,120,,,,887,2521.6592984,7,2
7180,13,51,1-13-2017-051-02,2,1,,,,,,,,,,,52,,,,135,,,,,,,,,,,,887,223.87077589,7,2
7218,13,52,1-13-2017-052-06,6,1,,,,,,,,376,,,,,,,,,,887,887,887,12,13,152,,,,307,5045.2853157,7,2
7218,13,52,1-13-2017-052-06,6,2,,,,,,,,,,,42,,,,122,,,,,,,,,,,,887,5045.2853157,7,2
7281,13,53,1-13-2017-053-03,3,1,,,,,,,,,,,40,,,,110,,,,,,,,,,,,887,931.20215853,7,2
7281,13,53,1-13-2017-053-03,3,2,,,,,,,,,,,,32,,,,,,57,,,,,,,,,887,931.20215853,7,2
7267,13,54,1-13-2017-054-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,931.20215852,7,2
7267,13,54,1-13-2017-054-03,3,2,,,,,,,,,,,50,50,,,,,,,,,,,,,,,887,931.20215852,7,2
7268,13,55,1-13-2017-055-10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,15216.835195,7,2
7318,13,56,1-13-2017-056-02,2,1,,,260,,,,,267,,,,,,,,,,,,,14,11,130,,,,887,201.63898984,7,2
7318,13,56,1-13-2017-056-02,2,2,,,,,,,,,,,41,,,,101,,,,,,,,,,,,887,201.63898984,7,2
7366,13,57,1-13-2017-057-07,7,1,,,,,,,,,,,40,,,,89,,,,,,,,,,,,887,3594.913275,7,2
7367,13,58,1-13-2017-058-03,3,1,,,,,,,,255,,,,,,,,,,,,,13,24,106,,,,887,991.88248214,7,2
7367,13,58,1-13-2017-058-03,3,2,,,,,,,,,,,48,54,,,109,,,,,,,,,,,,887,991.88248214,7,2
7368,13,59,1-13-2017-059-03,3,1,,,,,,,,,,,38,,,,139,,,,,,,,,,,,887,991.88248214,7,2
7447,13,60,1-13-2017-060-04,4,2,97,,356,,126,,,,,,48,,,,126,,,887,887,887,,,,,,,302,2291.2212322,7,2
7448,13,61,1-13-2017-061-05,5,1,,,263,,,,,263,,,42,55,,,,,,,,,,,,,,,887,111.72102148,7,2
7448,13,61,1-13-2017-061-05,5,2,,,,,,,,,,,44,49,,,132,,,,,,,,,,,,887,111.72102148,7,2
7449,13,62,1-13-2017-062-06,6,1,,,,,,,,,,,45,,,,116,,,,,,,,,,,,887,1271.4934555,7,2
7547,13,63,1-13-2017-063-03,3,1,,,,,,,,,,,45,50,,,96,,,,,,,,,,,,887,278.88438302,7,2
7547,13,63,1-13-2017-063-03,3,2,,,,,,,,,,,45,50,,,120,,,,,,,,,,,,887,278.88438302,7,2
7548,13,64,1-13-2017-064-09,9,1,,,,,,,,,,,32,,,,119,,,,,,,,,,,,887,1604.9520463,7,2
7549,13,65,1-13-2017-065-04,4,1,,,,,,,,,,,43,,,,128,,,,,,,,,,,,887,974.6930512,7,2
7549,13,65,1-13-2017-065-04,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,974.6930512,7,2
7611,13,66,1-13-2017-066-05,5,2,,,,,,,,,,,58,64,,,118,,,,,,,,,,,,887,101.76253565,7,2
7600,13,67,1-13-2017-067-05,5,2,,,255,,,,,,,,,,,,,,,,,,12,8,139,,,,887,101.76253564,7,2
7601,13,68,1-13-2017-068-04,4,2,,,,,,,,,,,45,50,,,109,,,,,,,,,,,,887,2086.9884577,7,2
7670,13,69,1-13-2017-069-05,5,1,,,,,,,,,,,,,,,106,,,,,,,,,,,,887,163.10554247,7,2
7671,13,70,1-13-2017-070-10,10,1,,,,,,,,267,,,37,33,,,98,,,,,,,,,,,,887,15640.028308,7,2
7671,13,70,1-13-2017-070-10,10,2,,,267,,,,,257,,,55,52,,,,,,,,,,,,,,,887,15640.028308,7,2
7672,13,71,1-13-2017-071-03,3,1,,,,,,,,,,,,,,,133,,,,,,,,,,,,887,957.09968157,7,2
7721,13,73,1-13-2017-073-02,2,2,,,,,,,,,,,64,65,,,138,,,,,,,,,,,,887,63.260552532,7,2
7722,13,74,1-13-2017-074-02,2,1,,,,,,,,,,,,,,,137,,,887,887,887,,,,,,,,63.260552532,7,2
7722,13,74,1-13-2017-074-02,2,2,,,,,,,,280,,,,,,,133,,,51,,,11,10,,,,,887,63.260552532,7,2
7722,13,74,1-13-2017-074-02,2,3,,,290,,,,,,,,,,,,115,,,,,158,17,14,,,,,887,63.260552532,7,2
7751,13,75,1-13-2017-075-04,4,1,,,,,,,,,,,48,,,,109,,,,,,,,,,,,887,2843.9609283,7,2
7785,13,76,1-13-2017-076-03,3,1,,,307,,,,,,,,,,,,,,,,,,13,14,117,,,,887,776.49318466,7,2
7785,13,76,1-13-2017-076-03,3,2,,,,,,,,,,,54,,,,105,,,,,,,,,,,,887,776.49318466,7,2
7786,13,77,1-13-2017-077-03,3,1,,,,,,,,,,,44,,,,109,,,,,,,,,,,,887,776.49318467,7,2
7837,13,79,1-13-2017-079-03,3,1,,,284,,,,,,,,,,,,,,,,,,11,11,132,,,,887,667.66011205,7,2
7837,13,79,1-13-2017-079-03,3,2,,,,,,,,,,,35,,,,114,,,,,,,,,,,,887,667.66011205,7,2
7838,13,80,1-13-2017-080-02,2,1,,,,,,,,,,,46,,,,96,,,,,,,,,,,,887,51.904912208,7,2
7845,13,81,1-13-2017-081-06,6,1,,,254,,,,,258,,,,,,,,,,,,,11,14,110,,,,887,1294.929753,7,2
7896,13,82,1-13-2017-082-05,5,2,,,,,,,,,,,,,,,129,,,,,,,,,,,,887,95.653501644,7,2
7897,13,83,1-13-2017-083-04,4,1,,,,,,,,255,,,,,,,,,,,,,11,11,105,,,,887,1961.7018444,7,2
7897,13,83,1-13-2017-083-04,4,2,,,,,,,,,,,999,,,,116,,,,,,,,,,,,887,1961.7018444,7,2
7898,13,84,1-13-2017-084-03,3,1,,,,,,,,250,,,,,,,,,,,,,13,13,122,,,,887,561.29261199,7,2
7954,13,85,1-13-2017-085-09,9,1,,,,,,,,,,,,,,,132,,,887,887,887,,,,,,,,5700.8451447,7,2
7955,13,86,1-13-2017-086-07,7,1,,,,,,,,,,,52,,,,118,,,,,,,,,,,,887,3590.2903874,7,2
7956,13,87,1-13-2017-087-02,2,1,,,,,,,,273,,,,,,,125,,,,,,,,,,,,887,77.011291824,7,2
7956,13,87,1-13-2017-087-02,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,77.011291824,7,2
8009,13,88,1-13-2017-088-06,6,1,,,,,,,,,,,,,,,119,,,,,,12,18,126,,,,887,2354.8990404,7,2
8009,13,88,1-13-2017-088-06,6,3,,,,,,,,,,,56,,,,131,,,887,887,887,,,,,,,,2354.8990404,7,2
8009,13,88,1-13-2017-088-06,6,4,,,,,,,,,,,52,,,,102,,,,,,,,,,,,887,2354.8990404,7,2
8010,13,89,1-13-2017-089-09,9,1,,,,,,,,,,,43,,,,134,,,887,887,887,,,,,,,,6987.460722,7,2
8011,13,90,1-13-2017-090-02,2,2,,,,,,,,273,,,44,41,,,,,,,,,12,13,135,,,,887,94.391859993,7,2
8078,13,91,1-13-2017-091-02,2,2,,,,,,,,,,,39,,,,133,,,,,,,,,,,,887,81.33040877,7,2
8079,13,92,1-13-2017-092-02,2,1,,,,,,,,,,,44,,,,121,,,,,,,,,,,,887,81.33040877,7,2
8080,13,93,1-13-2017-093-04,4,2,,,999,,,,,999,,,,,,,122,,,,,,13,11,116,,,,887,3656.3149635,7,2
8161,13,94,1-13-2017-094-08,8,2,,,,,,,,,,,,,,,120,,,,,,,,,,,,887,700.49949957,7,2
8162,13,95,1-13-2017-095-02,2,1,,,,,,,,259,,,,,,,,,,,,,13,11,134,,,,887,65.959205573,7,2
8162,13,95,1-13-2017-095-02,2,2,,,,,,,,,,,46,,,,123,,,,,,,,,,,,887,65.959205573,7,2
8163,13,96,1-13-2017-096-07,7,1,,,291,,,,,,,,,,,,165,,,,,,8,11,120,,,,887,3075.0386874,7,2
8163,13,96,1-13-2017-096-07,7,2,,,,,,,,,,,66,,,,151,,,,,,,,,,,,887,3075.0386874,7,2
8213,13,97,1-13-2017-097-07,7,2,,,260,,,,,260,,,,,,,,,,,,,10,18,103,,,,887,2231.507147,7,2
8214,13,98,1-13-2017-098-03,3,1,,,,,,,,,,,39,,,,121,,,,,,,,,,,,887,615.70131978,7,2
8214,13,98,1-13-2017-098-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,615.70131978,7,2
8215,13,99,1-13-2017-099-03,3,1,,,,,,,,,,,46,,,,,,,,,,,,,,,,887,615.70131978,7,2
8264,13,101,1-13-2017-101-07,7,1,,,,,,,,,,,40,,,,113,,,,,,,,,,,,887,2326.019138,7,2
8264,13,101,1-13-2017-101-07,7,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,49,887,887,887,887,887,887,887,887,887,2326.019138,7,2
8265,13,102,1-13-2017-102-02,2,1,,,,,,,,,,,48,,,,125,,,,,,,,,,,,887,49.892827403,7,2
8265,13,102,1-13-2017-102-02,2,2,,,,,,,,,,,,46,,,,,,,,,12,14,112,7,41,80,887,49.892827403,7,2
8290,13,103,1-13-2017-103-03,3,2,,,,,,,,,,,,37,,,,,,50,56,,,,,,,,887,641.77838507,7,2
8290,13,103,1-13-2017-103-03,3,3,,,292,,,,,200,,,46,,,,132,,,,,,8,10,156,,,,887,641.77838507,7,2
8290,13,103,1-13-2017-103-03,3,4,,,,,,,,274,,,,,,,,,,,,,12,13,133,,,,887,641.77838507,7,2
8290,13,103,1-13-2017-103-03,3,5,,,,,,,,,,,,34,,,,,,,22,,,,,,,,887,641.77838507,7,2
8290,13,103,1-13-2017-103-03,3,6,,,,,,,,,,,999,999,,,999,,,887,887,887,,,,,,,999,641.77838507,7,2
8363,13,104,1-13-2017-104-09,9,1,,,,,,,,,,,44,,,,105,,,,,,,,,,,,887,6105.0361382,7,2
8363,13,104,1-13-2017-104-09,9,2,,,,,,,,,,,,,,,125,,,,,,,,,,,,887,6105.0361382,7,2
8364,13,105,1-13-2017-105-04,4,2,,,,,,,,272,,,,,,,,,,,,,12,14,,,,,887,3707.6100279,7,2
8364,13,105,1-13-2017-105-04,4,3,,,368,,,,,,,,48,,,,,,,887,887,887,5,10,132,,,,,3707.6100279,7,2
8423,13,107,1-13-2017-107-03,3,1,,,,,,,,,,,45,,,,133,,,887,887,887,,,,,,,,588.4968497,7,2
8458,13,109,1-13-2017-109-03,3,1,,,,,,,,257,,,,,,,,,,,,,10,14,125,,,,887,588.4968497,7,2
8458,13,109,1-13-2017-109-03,3,2,,,,,,,,,,,36,,,,107,,,,,,10,11,136,,,,887,588.4968497,7,2
